"Union Membership, Coverage, Density and Employment by State, 2002 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,522","1,795,592","161,352","188,329",9.0,10.5,
63,Alabama,Private,"2,099","1,499,185","90,179","99,750",6.0,6.7,
63,Alabama,Public,423,"296,407","71,173","88,579",24.0,29.9,
63,Alabama,Priv. Construction,135,"98,222","11,719","11,719",11.9,11.9,
63,Alabama,Priv. Manufacturing,476,"341,615","48,160","50,723",14.1,14.8,
94,Alaska,Total,"2,617","260,246","63,584","69,866",24.4,26.8,
94,Alaska,Private,"1,785","180,297","22,837","25,028",12.7,13.9,
94,Alaska,Public,832,"79,949","40,748","44,838",51.0,56.1,
94,Alaska,Priv. Construction,189,"18,582","6,100","6,344",32.8,34.1,
94,Alaska,Priv. Manufacturing,83,"8,442",669,739,7.9,8.8,
86,Arizona,Total,"2,354","2,068,177","115,457","136,933",5.6,6.6,
86,Arizona,Private,"1,949","1,718,436","56,522","67,498",3.3,3.9,
86,Arizona,Public,405,"349,742","58,935","69,435",16.9,19.9,
86,Arizona,Priv. Construction,174,"149,921","11,048","12,074",7.4,8.1,
86,Arizona,Priv. Manufacturing,251,"221,697","3,572","5,155",1.6,2.3,
71,Arkansas,Total,"1,902","1,061,350","63,282","72,390",6.0,6.8,
71,Arkansas,Private,"1,562","872,038","35,093","40,742",4.0,4.7,
71,Arkansas,Public,340,"189,313","28,189","31,648",14.9,16.7,
71,Arkansas,Priv. Construction,93,"51,906","2,212","2,212",4.3,4.3,
71,Arkansas,Priv. Manufacturing,348,"192,080","17,669","20,534",9.2,10.7,
93,California,Total,"12,375","14,452,270","2,578,731","2,760,726",17.8,19.1,
93,California,Private,"10,333","12,039,945","1,233,430","1,313,246",10.2,10.9,
93,California,Public,"2,042","2,412,326","1,345,301","1,447,480",55.8,60.0,
93,California,Priv. Construction,645,"788,466","159,115","161,218",20.2,20.4,
93,California,Priv. Manufacturing,"1,709","1,924,917","191,618","200,502",10.0,10.4,
84,Colorado,Total,"3,836","1,939,973","151,564","173,454",7.8,8.9,
84,Colorado,Private,"3,232","1,636,864","88,092","97,112",5.4,5.9,
84,Colorado,Public,604,"303,109","63,472","76,342",20.9,25.2,
84,Colorado,Priv. Construction,288,"146,426","15,543","17,577",10.6,12.0,
84,Colorado,Priv. Manufacturing,389,"197,306","20,810","21,931",10.5,11.1,
16,Connecticut,Total,"3,291","1,465,793","247,857","260,183",16.9,17.8,
16,Connecticut,Private,"2,841","1,271,282","124,290","132,670",9.8,10.4,
16,Connecticut,Public,450,"194,512","123,566","127,513",63.5,65.6,
16,Connecticut,Priv. Construction,135,"61,013","11,862","12,917",19.4,21.2,
16,Connecticut,Priv. Manufacturing,546,"241,499","27,965","28,939",11.6,12.0,
51,Delaware,Total,"2,460","364,851","40,938","44,404",11.2,12.2,
51,Delaware,Private,"2,100","312,038","22,953","24,540",7.4,7.9,
51,Delaware,Public,360,"52,812","17,985","19,863",34.1,37.6,
51,Delaware,Priv. Construction,169,"25,108","3,100","3,285",12.3,13.1,
51,Delaware,Priv. Manufacturing,346,"50,328","9,009","9,009",17.9,17.9,
53,D.C.,Total,"1,905","239,021","33,610","42,853",14.1,17.9,
53,D.C.,Private,"1,334","168,493","16,907","23,053",10.0,13.7,
53,D.C.,Public,571,"70,528","16,702","19,799",23.7,28.1,
53,D.C.,Priv. Construction,65,"8,180","1,672","1,941",20.4,23.7,
53,D.C.,Priv. Manufacturing,49,"6,126",746,"1,139",12.2,18.6,
59,Florida,Total,"7,144","6,404,443","369,817","484,499",5.8,7.6,
59,Florida,Private,"6,148","5,522,830","152,967","207,795",2.8,3.8,
59,Florida,Public,996,"881,613","216,850","276,704",24.6,31.4,
59,Florida,Priv. Construction,533,"479,542","16,328","22,174",3.4,4.6,
59,Florida,Priv. Manufacturing,552,"493,743","15,902","21,282",3.2,4.3,
58,Georgia,Total,"2,578","3,611,146","218,089","253,413",6.0,7.0,
58,Georgia,Private,"2,194","3,076,724","118,689","135,319",3.9,4.4,
58,Georgia,Public,384,"534,422","99,400","118,094",18.6,22.1,
58,Georgia,Priv. Construction,136,"192,499","12,899","12,899",6.7,6.7,
58,Georgia,Priv. Manufacturing,415,"577,368","39,115","42,837",6.8,7.4,
95,Hawaii,Total,"2,244","485,387","118,470","122,423",24.4,25.2,
95,Hawaii,Private,"1,784","387,211","65,295","67,812",16.9,17.5,
95,Hawaii,Public,460,"98,176","53,175","54,610",54.2,55.6,
95,Hawaii,Priv. Construction,120,"26,799","12,603","13,201",47.0,49.3,
95,Hawaii,Priv. Manufacturing,57,"12,730","2,857","2,857",22.4,22.4,
82,Idaho,Total,"2,307","551,173","39,081","48,467",7.1,8.8,
82,Idaho,Private,"1,882","455,693","22,212","26,217",4.9,5.8,
82,Idaho,Public,425,"95,479","16,869","22,249",17.7,23.3,
82,Idaho,Priv. Construction,157,"38,445","6,521","6,800",17.0,17.7,
82,Idaho,Priv. Manufacturing,320,"76,980","4,939","5,695",6.4,7.4,
33,Illinois,Total,"6,568","5,250,357","1,035,087","1,082,454",19.7,20.6,
33,Illinois,Private,"5,740","4,589,657","694,742","721,739",15.1,15.7,
33,Illinois,Public,828,"660,700","340,346","360,715",51.5,54.6,
33,Illinois,Priv. Construction,322,"258,759","124,800","125,525",48.2,48.5,
33,Illinois,Priv. Manufacturing,"1,071","867,578","190,994","196,156",22.0,22.6,
32,Indiana,Total,"3,547","2,717,839","361,583","392,953",13.3,14.5,
32,Indiana,Private,"3,031","2,326,626","247,435","261,691",10.6,11.2,
32,Indiana,Public,516,"391,213","114,148","131,262",29.2,33.6,
32,Indiana,Priv. Construction,186,"144,377","47,095","47,793",32.6,33.1,
32,Indiana,Priv. Manufacturing,774,"589,091","122,211","124,523",20.7,21.1,
42,Iowa,Total,"3,501","1,381,784","152,615","187,354",11.0,13.6,
42,Iowa,Private,"2,949","1,165,886","88,659","101,087",7.6,8.7,
42,Iowa,Public,552,"215,898","63,956","86,267",29.6,40.0,
42,Iowa,Priv. Construction,153,"61,574","10,207","10,617",16.6,17.2,
42,Iowa,Priv. Manufacturing,696,"272,997","52,755","57,388",19.3,21.0,
47,Kansas,Total,"3,208","1,177,569","96,429","115,827",8.2,9.8,
47,Kansas,Private,"2,610","961,644","62,582","72,026",6.5,7.5,
47,Kansas,Public,598,"215,924","33,847","43,800",15.7,20.3,
47,Kansas,Priv. Construction,169,"62,631","7,584","7,898",12.1,12.6,
47,Kansas,Priv. Manufacturing,444,"163,045","28,040","33,667",17.2,20.6,
61,Kentucky,Total,"2,423","1,665,724","166,679","187,030",10.0,11.2,
61,Kentucky,Private,"1,983","1,363,384","103,909","114,467",7.6,8.4,
61,Kentucky,Public,440,"302,340","62,770","72,563",20.8,24.0,
61,Kentucky,Priv. Construction,103,"71,257","12,493","12,493",17.5,17.5,
61,Kentucky,Priv. Manufacturing,367,"251,423","42,271","45,698",16.8,18.2,
72,Louisiana,Total,"1,848","1,681,835","140,930","173,312",8.4,10.3,
72,Louisiana,Private,"1,481","1,350,763","69,052","84,718",5.1,6.3,
72,Louisiana,Public,367,"331,072","71,878","88,594",21.7,26.8,
72,Louisiana,Priv. Construction,110,"100,731","5,538","5,538",5.5,5.5,
72,Louisiana,Priv. Manufacturing,187,"168,101","28,879","28,879",17.2,17.2,
11,Maine,Total,"3,006","561,771","72,850","84,084",13.0,15.0,
11,Maine,Private,"2,500","469,727","33,619","35,765",7.2,7.6,
11,Maine,Public,506,"92,044","39,231","48,318",42.6,52.5,
11,Maine,Priv. Construction,174,"34,180","1,626","1,626",4.8,4.8,
11,Maine,Priv. Manufacturing,370,"68,978","18,380","18,735",26.6,27.2,
52,Maryland,Total,"3,149","2,496,324","362,011","419,853",14.5,16.8,
52,Maryland,Private,"2,414","1,920,535","164,658","188,731",8.6,9.8,
52,Maryland,Public,735,"575,789","197,354","231,122",34.3,40.1,
52,Maryland,Priv. Construction,186,"152,197","27,828","29,814",18.3,19.6,
52,Maryland,Priv. Manufacturing,218,"167,702","26,144","28,105",15.6,16.8,
14,Massachusetts,Total,"3,845","2,864,759","412,061","447,250",14.4,15.6,
14,Massachusetts,Private,"3,324","2,481,846","188,525","211,203",7.6,8.5,
14,Massachusetts,Public,521,"382,913","223,536","236,047",58.4,61.6,
14,Massachusetts,Priv. Construction,182,"138,763","31,683","32,510",22.8,23.4,
14,Massachusetts,Priv. Manufacturing,513,"378,640","33,121","35,145",8.7,9.3,
34,Michigan,Total,"5,075","4,244,269","896,486","931,965",21.1,22.0,
34,Michigan,Private,"4,346","3,645,897","571,734","593,990",15.7,16.3,
34,Michigan,Public,729,"598,372","324,752","337,975",54.3,56.5,
34,Michigan,Priv. Construction,241,"204,529","55,278","57,166",27.0,27.9,
34,Michigan,Priv. Manufacturing,"1,133","954,418","260,469","264,527",27.3,27.7,
41,Minnesota,Total,"3,908","2,369,609","415,557","432,055",17.5,18.2,
41,Minnesota,Private,"3,335","2,034,356","219,474","226,864",10.8,11.2,
41,Minnesota,Public,573,"335,253","196,084","205,191",58.5,61.2,
41,Minnesota,Priv. Construction,193,"118,264","38,675","38,675",32.7,32.7,
41,Minnesota,Priv. Manufacturing,639,"385,590","48,057","50,440",12.5,13.1,
64,Mississippi,Total,"1,628","1,058,794","70,613","85,473",6.7,8.1,
64,Mississippi,Private,"1,299","844,132","50,768","59,899",6.0,7.1,
64,Mississippi,Public,329,"214,662","19,845","25,574",9.2,11.9,
64,Mississippi,Priv. Construction,75,"50,631","3,992","5,319",7.9,10.5,
64,Mississippi,Priv. Manufacturing,316,"208,133","18,466","20,963",8.9,10.1,
