"Union Membership, Coverage, Density and Employment by State, 1999 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,092","1,832,763","201,017","224,910",11.0,12.3,
63,Alabama,Private,"1,755","1,533,547","107,481","116,024",7.0,7.6,
63,Alabama,Public,337,"299,215","93,536","108,886",31.3,36.4,
63,Alabama,Priv. Construction,128,"114,554","10,504","11,297",9.2,9.9,
63,Alabama,Priv. Manufacturing,455,"399,882","65,973","69,713",16.5,17.4,
94,Alaska,Total,"1,861","250,540","51,025","59,181",20.4,23.6,
94,Alaska,Private,"1,281","173,773","20,491","24,268",11.8,14.0,
94,Alaska,Public,580,"76,767","30,534","34,912",39.8,45.5,
94,Alaska,Priv. Construction,106,"14,424","4,919","4,919",34.1,34.1,
94,Alaska,Priv. Manufacturing,60,"8,188",887,"1,104",10.8,13.5,
86,Arizona,Total,"2,437","2,047,172","137,321","168,098",6.7,8.2,
86,Arizona,Private,"2,050","1,727,331","75,893","93,239",4.4,5.4,
86,Arizona,Public,387,"319,841","61,428","74,859",19.2,23.4,
86,Arizona,Priv. Construction,175,"147,007","10,809","10,809",7.4,7.4,
86,Arizona,Priv. Manufacturing,292,"244,925","7,501","9,261",3.1,3.8,
71,Arkansas,Total,"1,995","1,058,120","78,847","90,573",7.5,8.6,
71,Arkansas,Private,"1,646","873,848","45,499","53,695",5.2,6.1,
71,Arkansas,Public,349,"184,272","33,348","36,878",18.1,20.0,
71,Arkansas,Priv. Construction,105,"55,501","5,224","5,224",9.4,9.4,
71,Arkansas,Priv. Manufacturing,390,"206,122","21,012","25,881",10.2,12.6,
93,California,Total,"12,773","13,811,450","2,286,037","2,526,548",16.6,18.3,
93,California,Private,"10,780","11,623,770","1,182,624","1,282,508",10.2,11.0,
93,California,Public,"1,993","2,187,681","1,103,413","1,244,040",50.4,56.9,
93,California,Priv. Construction,644,"723,046","183,650","184,431",25.4,25.5,
93,California,Priv. Manufacturing,"1,971","2,064,470","176,045","198,033",8.5,9.6,
84,Colorado,Total,"2,591","1,927,010","180,610","199,464",9.4,10.4,
84,Colorado,Private,"2,142","1,596,588","88,339","95,520",5.5,6.0,
84,Colorado,Public,449,"330,422","92,271","103,945",27.9,31.5,
84,Colorado,Priv. Construction,149,"114,328","10,433","10,433",9.1,9.1,
84,Colorado,Priv. Manufacturing,332,"247,970","16,403","18,650",6.6,7.5,
16,Connecticut,Total,"1,691","1,454,636","264,377","278,921",18.2,19.2,
16,Connecticut,Private,"1,436","1,239,026","123,520","131,889",10.0,10.6,
16,Connecticut,Public,255,"215,610","140,857","147,033",65.3,68.2,
16,Connecticut,Priv. Construction,63,"57,023","9,236","10,100",16.2,17.7,
16,Connecticut,Priv. Manufacturing,336,"290,014","43,822","44,703",15.1,15.4,
51,Delaware,Total,"1,715","338,675","46,805","52,658",13.8,15.5,
51,Delaware,Private,"1,460","289,258","29,557","32,551",10.2,11.3,
51,Delaware,Public,255,"49,417","17,248","20,107",34.9,40.7,
51,Delaware,Priv. Construction,98,"19,498","2,754","3,131",14.1,16.1,
51,Delaware,Priv. Manufacturing,257,"50,735","11,564","12,163",22.8,24.0,
53,D.C.,Total,"1,579","244,888","32,122","37,794",13.1,15.4,
53,D.C.,Private,"1,134","177,769","15,720","17,986",8.8,10.1,
53,D.C.,Public,445,"67,119","16,402","19,809",24.4,29.5,
53,D.C.,Priv. Construction,47,"7,962","1,803","1,803",22.7,22.7,
53,D.C.,Priv. Manufacturing,53,"7,795","1,722","1,899",22.1,24.4,
59,Florida,Total,"7,204","6,262,809","409,807","543,388",6.5,8.7,
59,Florida,Private,"6,150","5,363,460","180,971","232,336",3.4,4.3,
59,Florida,Public,"1,054","899,349","228,836","311,052",25.4,34.6,
59,Florida,Priv. Construction,492,"433,527","19,080","23,880",4.4,5.5,
59,Florida,Priv. Manufacturing,633,"549,264","20,560","27,011",3.7,4.9,
58,Georgia,Total,"2,743","3,483,475","252,591","312,960",7.3,9.0,
58,Georgia,Private,"2,312","2,944,263","168,217","201,540",5.7,6.8,
58,Georgia,Public,431,"539,212","84,375","111,420",15.6,20.7,
58,Georgia,Priv. Construction,128,"166,681","11,662","14,307",7.0,8.6,
58,Georgia,Priv. Manufacturing,492,"616,600","64,260","75,426",10.4,12.2,
95,Hawaii,Total,"1,523","494,361","114,482","123,643",23.2,25.0,
95,Hawaii,Private,"1,177","382,755","53,234","58,010",13.9,15.2,
95,Hawaii,Public,346,"111,605","61,248","65,633",54.9,58.8,
95,Hawaii,Priv. Construction,68,"22,669","8,193","8,829",36.1,38.9,
95,Hawaii,Priv. Manufacturing,59,"18,167","4,510","4,510",24.8,24.8,
82,Idaho,Total,"2,296","527,066","48,389","59,363",9.2,11.3,
82,Idaho,Private,"1,859","432,893","26,955","33,235",6.2,7.7,
82,Idaho,Public,437,"94,173","21,434","26,128",22.8,27.7,
82,Idaho,Priv. Construction,145,"33,559","4,981","4,981",14.8,14.8,
82,Idaho,Priv. Manufacturing,399,"91,715","9,640","12,084",10.5,13.2,
33,Illinois,Total,"7,034","5,513,503","993,279","1,053,732",18.0,19.1,
33,Illinois,Private,"6,091","4,774,372","664,141","704,365",13.9,14.8,
33,Illinois,Public,943,"739,131","329,138","349,367",44.5,47.3,
33,Illinois,Priv. Construction,318,"254,497","126,626","128,221",49.8,50.4,
33,Illinois,Priv. Manufacturing,"1,221","973,963","211,377","218,990",21.7,22.5,
32,Indiana,Total,"2,231","2,704,404","424,068","453,868",15.7,16.8,
32,Indiana,Private,"1,940","2,353,767","327,715","337,661",13.9,14.3,
32,Indiana,Public,291,"350,638","96,353","116,208",27.5,33.1,
32,Indiana,Priv. Construction,108,"134,357","47,923","49,278",35.7,36.7,
32,Indiana,Priv. Manufacturing,608,"729,506","188,150","191,902",25.8,26.3,
42,Iowa,Total,"2,189","1,334,413","184,419","208,840",13.8,15.7,
42,Iowa,Private,"1,830","1,119,380","111,520","118,149",10.0,10.6,
42,Iowa,Public,359,"215,033","72,899","90,691",33.9,42.2,
42,Iowa,Priv. Construction,97,"63,337","9,113","9,113",14.4,14.4,
42,Iowa,Priv. Manufacturing,414,"252,641","65,210","66,326",25.8,26.3,
47,Kansas,Total,"2,212","1,224,447","119,175","140,644",9.7,11.5,
47,Kansas,Private,"1,828","1,015,223","91,233","102,218",9.0,10.1,
47,Kansas,Public,384,"209,224","27,942","38,426",13.4,18.4,
47,Kansas,Priv. Construction,97,"54,495","10,488","10,967",19.2,20.1,
47,Kansas,Priv. Manufacturing,381,"211,231","49,985","55,184",23.7,26.1,
61,Kentucky,Total,"2,058","1,655,904","192,074","213,396",11.6,12.9,
61,Kentucky,Private,"1,719","1,392,038","140,357","147,968",10.1,10.6,
61,Kentucky,Public,339,"263,866","51,718","65,428",19.6,24.8,
61,Kentucky,Priv. Construction,128,"107,887","18,776","18,776",17.4,17.4,
61,Kentucky,Priv. Manufacturing,354,"289,511","60,262","60,262",20.8,20.8,
72,Louisiana,Total,"2,039","1,794,900","144,946","179,504",8.1,10.0,
72,Louisiana,Private,"1,661","1,468,762","90,934","103,672",6.2,7.1,
72,Louisiana,Public,378,"326,137","54,012","75,832",16.6,23.3,
72,Louisiana,Priv. Construction,115,"101,431","16,241","16,241",16.0,16.0,
