"Union Membership, Coverage, Density and Employment by State, 1984 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,430","1,386,723","207,634","247,846",15.0,17.9,
63,Alabama,Private,"1,987","1,134,760","155,364","171,258",13.7,15.1,
63,Alabama,Public,443,"251,963","52,270","76,588",20.7,30.4,
63,Alabama,Priv. Construction,116,"66,154","10,382","10,382",15.7,15.7,
63,Alabama,Priv. Manufacturing,641,"367,141","94,988","102,551",25.9,27.9,
94,Alaska,Total,"2,595","183,264","44,295","51,158",24.2,27.9,
94,Alaska,Private,"1,807","127,556","22,146","24,943",17.4,19.6,
94,Alaska,Public,788,"55,708","22,149","26,215",39.8,47.1,
94,Alaska,Priv. Construction,208,"14,359","5,531","6,281",38.5,43.7,
94,Alaska,Priv. Manufacturing,127,"8,744","1,627","1,706",18.6,19.5,
86,Arizona,Total,"2,107","1,166,820","106,120","139,991",9.1,12.0,
86,Arizona,Private,"1,757","989,053","70,748","89,350",7.2,9.0,
86,Arizona,Public,350,"177,767","35,372","50,641",19.9,28.5,
86,Arizona,Priv. Construction,165,"94,105","14,502","16,326",15.4,17.3,
86,Arizona,Priv. Manufacturing,304,"169,643","13,100","14,464",7.7,8.5,
71,Arkansas,Total,"1,973","794,207","76,008","95,425",9.6,12.0,
71,Arkansas,Private,"1,649","668,012","60,565","71,182",9.1,10.7,
71,Arkansas,Public,324,"126,195","15,443","24,243",12.2,19.2,
71,Arkansas,Priv. Construction,94,"36,283","4,330","5,182",11.9,14.3,
71,Arkansas,Priv. Manufacturing,471,"191,842","33,730","40,058",17.6,20.9,
93,California,Total,"15,342","10,126,290","2,153,361","2,512,792",21.3,24.8,
93,California,Private,"12,911","8,516,501","1,429,745","1,596,689",16.8,18.7,
93,California,Public,"2,431","1,609,788","723,616","916,103",45.0,56.9,
93,California,Priv. Construction,677,"454,750","152,193","158,553",33.5,34.9,
93,California,Priv. Manufacturing,"3,320","2,155,441","430,661","471,807",20.0,21.9,
84,Colorado,Total,"3,066","1,389,800","180,371","203,365",13.0,14.6,
84,Colorado,Private,"2,499","1,136,707","112,178","123,674",9.9,10.9,
84,Colorado,Public,567,"253,092","68,193","79,691",26.9,31.5,
84,Colorado,Priv. Construction,194,"95,365","17,308","18,588",18.1,19.5,
84,Colorado,Priv. Manufacturing,424,"196,755","24,808","28,948",12.6,14.7,
16,Connecticut,Total,"2,367","1,443,684","293,766","320,301",20.3,22.2,
16,Connecticut,Private,"2,048","1,255,043","170,423","193,085",13.6,15.4,
16,Connecticut,Public,319,"188,640","123,344","127,216",65.4,67.4,
16,Connecticut,Priv. Construction,91,"56,093","16,098","16,098",28.7,28.7,
16,Connecticut,Priv. Manufacturing,683,"416,937","78,336","90,255",18.8,21.6,
51,Delaware,Total,"2,005","264,024","46,613","51,107",17.7,19.4,
51,Delaware,Private,"1,695","223,436","30,132","32,161",13.5,14.4,
51,Delaware,Public,310,"40,588","16,481","18,945",40.6,46.7,
51,Delaware,Priv. Construction,119,"15,217","2,829","3,079",18.6,20.2,
51,Delaware,Priv. Manufacturing,464,"63,420","15,922","16,806",25.1,26.5,
53,D.C.,Total,"1,760","269,874","47,083","60,068",17.4,22.3,
53,D.C.,Private,"1,089","169,796","24,581","29,845",14.5,17.6,
53,D.C.,Public,671,"100,079","22,503","30,223",22.5,30.2,
53,D.C.,Priv. Construction,46,"6,902","3,312","3,312",48.0,48.0,
53,D.C.,Priv. Manufacturing,62,"9,792","2,435","2,848",24.9,29.1,
59,Florida,Total,"5,665","4,111,012","383,771","523,436",9.3,12.7,
59,Florida,Private,"4,742","3,438,385","204,560","255,249",5.9,7.4,
59,Florida,Public,923,"672,627","179,210","268,188",26.6,39.9,
59,Florida,Priv. Construction,392,"297,338","29,700","31,079",10.0,10.5,
59,Florida,Priv. Manufacturing,727,"515,956","53,936","66,800",10.5,12.9,
58,Georgia,Total,"3,353","2,336,510","238,012","296,224",10.2,12.7,
58,Georgia,Private,"2,799","1,958,874","190,472","219,029",9.7,11.2,
58,Georgia,Public,554,"377,636","47,540","77,195",12.6,20.4,
58,Georgia,Priv. Construction,195,"142,256","19,590","20,460",13.8,14.4,
58,Georgia,Priv. Manufacturing,815,"553,770","87,252","97,075",15.8,17.5,
95,Hawaii,Total,"1,960","392,019","114,512","126,506",29.2,32.3,
95,Hawaii,Private,"1,478","295,771","63,050","68,947",21.3,23.3,
95,Hawaii,Public,482,"96,248","51,462","57,559",53.5,59.8,
95,Hawaii,Priv. Construction,88,"16,664","10,223","10,732",61.3,64.4,
95,Hawaii,Priv. Manufacturing,109,"22,148","7,508","8,270",33.9,37.3,
82,Idaho,Total,"2,101","350,141","31,640","39,978",9.0,11.4,
82,Idaho,Private,"1,685","282,379","21,077","25,975",7.5,9.2,
82,Idaho,Public,416,"67,762","10,563","14,003",15.6,20.7,
82,Idaho,Priv. Construction,105,"17,314","2,845","3,277",16.4,18.9,
82,Idaho,Priv. Manufacturing,299,"50,221","8,695","9,549",17.3,19.0,
33,Illinois,Total,"6,727","4,536,709","1,016,852","1,125,912",22.4,24.8,
33,Illinois,Private,"5,686","3,830,268","761,856","816,832",19.9,21.3,
33,Illinois,Public,"1,041","706,441","254,996","309,079",36.1,43.8,
33,Illinois,Priv. Construction,245,"166,472","83,958","85,182",50.4,51.2,
33,Illinois,Priv. Manufacturing,"1,664","1,117,179","329,182","354,799",29.5,31.8,
32,Indiana,Total,"3,387","2,148,109","539,536","585,843",25.1,27.3,
32,Indiana,Private,"2,888","1,839,437","443,435","469,250",24.1,25.5,
32,Indiana,Public,499,"308,671","96,101","116,593",31.1,37.8,
32,Indiana,Priv. Construction,126,"85,374","31,418","31,418",36.8,36.8,
32,Indiana,Priv. Manufacturing,"1,080","676,416","314,190","331,488",46.4,49.0,
42,Iowa,Total,"2,518","1,061,947","181,182","215,152",17.1,20.3,
42,Iowa,Private,"1,988","838,947","123,369","139,915",14.7,16.7,
42,Iowa,Public,530,"223,000","57,812","75,237",25.9,33.7,
42,Iowa,Priv. Construction,75,"32,384","5,516","5,516",17.0,17.0,
42,Iowa,Priv. Manufacturing,526,"219,624","83,605","92,529",38.1,42.1,
47,Kansas,Total,"2,272","949,393","110,537","150,213",11.6,15.8,
47,Kansas,Private,"1,837","778,663","81,236","101,195",10.4,13.0,
47,Kansas,Public,435,"170,730","29,301","49,018",17.2,28.7,
