"Union Membership, Coverage, Density and Employment by State, 1993 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,204","1,629,973","238,936","275,826",14.7,16.9,
63,Alabama,Private,"1,823","1,356,828","162,935","177,993",12.0,13.1,
63,Alabama,Public,381,"273,144","76,001","97,834",27.8,35.8,
63,Alabama,Priv. Construction,119,"87,153","17,368","17,368",19.9,19.9,
63,Alabama,Priv. Manufacturing,529,"389,613","95,459","103,393",24.5,26.5,
94,Alaska,Total,"2,419","217,003","44,108","48,613",20.3,22.4,
94,Alaska,Private,"1,664","148,833","15,456","17,048",10.4,11.5,
94,Alaska,Public,755,"68,170","28,653","31,565",42.0,46.3,
94,Alaska,Priv. Construction,124,"10,941","3,725","3,765",34.0,34.4,
94,Alaska,Priv. Manufacturing,110,"9,616","1,398","1,398",14.5,14.5,
86,Arizona,Total,"1,635","1,418,666","108,619","148,069",7.7,10.4,
86,Arizona,Private,"1,320","1,151,268","60,240","76,370",5.2,6.6,
86,Arizona,Public,315,"267,398","48,379","71,699",18.1,26.8,
86,Arizona,Priv. Construction,103,"91,663","10,732","12,542",11.7,13.7,
86,Arizona,Priv. Manufacturing,193,"171,204","6,899","8,633",4.0,5.0,
71,Arkansas,Total,"2,133","924,437","76,606","95,889",8.3,10.4,
71,Arkansas,Private,"1,768","768,505","57,702","67,706",7.5,8.8,
71,Arkansas,Public,365,"155,932","18,904","28,183",12.1,18.1,
71,Arkansas,Priv. Construction,96,"42,998","2,968","3,557",6.9,8.3,
71,Arkansas,Priv. Manufacturing,523,"228,387","29,521","35,663",12.9,15.6,
93,California,Total,"12,691","11,943,966","2,153,223","2,433,492",18.0,20.4,
93,California,Private,"10,541","9,860,421","1,147,901","1,254,787",11.6,12.7,
93,California,Public,"2,150","2,083,545","1,005,323","1,178,706",48.3,56.6,
93,California,Priv. Construction,503,"508,071","115,986","120,870",22.8,23.8,
93,California,Priv. Manufacturing,"2,179","1,987,680","228,098","249,342",11.5,12.5,
