"Union Membership, Coverage, Density and Employment by State, 1987 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,144","1,549,335","215,846","240,643",13.9,15.5,
63,Alabama,Private,"1,753","1,264,954","142,672","148,171",11.3,11.7,
63,Alabama,Public,391,"284,382","73,174","92,472",25.7,32.5,
63,Alabama,Priv. Construction,107,"80,161","5,243","5,915",6.5,7.4,
63,Alabama,Priv. Manufacturing,545,"392,356","101,385","103,588",25.8,26.4,
94,Alaska,Total,"2,504","188,218","41,749","48,106",22.2,25.6,
94,Alaska,Private,"1,704","125,783","14,921","16,792",11.9,13.4,
94,Alaska,Public,800,"62,435","26,828","31,313",43.0,50.2,
94,Alaska,Priv. Construction,118,"8,585","3,015","3,237",35.1,37.7,
94,Alaska,Priv. Manufacturing,77,"5,505",564,637,10.2,11.6,
86,Arizona,Total,"1,742","1,338,180","82,484","110,032",6.2,8.2,
86,Arizona,Private,"1,431","1,103,857","48,594","59,109",4.4,5.4,
86,Arizona,Public,311,"234,323","33,890","50,923",14.5,21.7,
86,Arizona,Priv. Construction,152,"120,084","11,672","11,672",9.7,9.7,
86,Arizona,Priv. Manufacturing,246,"191,855","10,225","14,054",5.3,7.3,
71,Arkansas,Total,"2,104","853,398","94,081","113,447",11.0,13.3,
71,Arkansas,Private,"1,712","696,036","68,388","80,969",9.8,11.6,
71,Arkansas,Public,392,"157,362","25,693","32,478",16.3,20.6,
71,Arkansas,Priv. Construction,91,"38,133","1,260","1,260",3.3,3.3,
71,Arkansas,Priv. Manufacturing,526,"219,105","45,956","56,147",21.0,25.6,
93,California,Total,"13,719","11,259,919","2,189,639","2,513,722",19.4,22.3,
93,California,Private,"11,540","9,438,279","1,366,396","1,516,526",14.5,16.1,
93,California,Public,"2,179","1,821,640","823,242","997,196",45.2,54.7,
93,California,Priv. Construction,647,"566,690","156,945","166,213",27.7,29.3,
93,California,Priv. Manufacturing,"2,870","2,315,343","407,913","450,526",17.6,19.5,
84,Colorado,Total,"1,954","1,365,696","157,426","188,471",11.5,13.8,
84,Colorado,Private,"1,576","1,100,612","89,132","100,755",8.1,9.2,
84,Colorado,Public,378,"265,084","68,294","87,716",25.8,33.1,
84,Colorado,Priv. Construction,109,"78,682","12,991","12,991",16.5,16.5,
84,Colorado,Priv. Manufacturing,263,"185,608","20,926","24,528",11.3,13.2,
16,Connecticut,Total,"2,109","1,520,880","281,734","304,864",18.5,20.0,
16,Connecticut,Private,"1,856","1,338,728","166,769","185,867",12.5,13.9,
16,Connecticut,Public,253,"182,152","114,965","118,997",63.1,65.3,
16,Connecticut,Priv. Construction,83,"61,021","19,173","19,899",31.4,32.6,
16,Connecticut,Priv. Manufacturing,582,"416,334","78,203","85,241",18.8,20.5,
51,Delaware,Total,"1,999","295,973","49,685","53,054",16.8,17.9,
51,Delaware,Private,"1,718","253,526","30,541","32,290",12.0,12.7,
51,Delaware,Public,281,"42,447","19,144","20,764",45.1,48.9,
51,Delaware,Priv. Construction,126,"19,078","3,162","3,305",16.6,17.3,
51,Delaware,Priv. Manufacturing,463,"68,184","13,191","13,832",19.3,20.3,
53,D.C.,Total,"1,933","294,440","42,044","58,461",14.3,19.9,
53,D.C.,Private,"1,238","188,411","19,512","26,483",10.4,14.1,
53,D.C.,Public,695,"106,028","22,532","31,978",21.3,30.2,
53,D.C.,Priv. Construction,72,"11,588","2,227","2,699",19.2,23.3,
53,D.C.,Priv. Manufacturing,59,"9,040","1,614","2,140",17.9,23.7,
59,Florida,Total,"7,973","4,829,981","361,485","494,061",7.5,10.2,
59,Florida,Private,"6,795","4,128,363","186,701","226,638",4.5,5.5,
59,Florida,Public,"1,178","701,619","174,784","267,423",24.9,38.1,
59,Florida,Priv. Construction,576,"358,708","21,448","25,300",6.0,7.1,
59,Florida,Priv. Manufacturing,998,"619,468","48,191","56,295",7.8,9.1,
58,Georgia,Total,"2,235","2,663,950","253,389","288,793",9.5,10.8,
58,Georgia,Private,"1,850","2,204,671","169,861","189,611",7.7,8.6,
58,Georgia,Public,385,"459,279","83,528","99,182",18.2,21.6,
58,Georgia,Priv. Construction,139,"169,621","10,624","14,494",6.3,8.5,
58,Georgia,Priv. Manufacturing,476,"571,789","86,521","90,125",15.1,15.8,
95,Hawaii,Total,"1,871","426,629","126,586","138,656",29.7,32.5,
95,Hawaii,Private,"1,443","328,573","70,336","77,801",21.4,23.7,
95,Hawaii,Public,428,"98,056","56,250","60,855",57.4,62.1,
95,Hawaii,Priv. Construction,83,"19,386","10,182","10,182",52.5,52.5,
95,Hawaii,Priv. Manufacturing,86,"19,430","7,991","8,179",41.1,42.1,
82,Idaho,Total,"1,988","347,236","45,696","54,906",13.2,15.8,
82,Idaho,Private,"1,594","280,194","31,044","34,702",11.1,12.4,
82,Idaho,Public,394,"67,042","14,652","20,205",21.9,30.1,
82,Idaho,Priv. Construction,68,"12,054","2,674","2,674",22.2,22.2,
82,Idaho,Priv. Manufacturing,344,"62,221","17,059","18,319",27.4,29.4,
33,Illinois,Total,"7,491","4,770,679","1,065,649","1,161,935",22.3,24.4,
33,Illinois,Private,"6,345","4,046,460","751,295","803,243",18.6,19.9,
33,Illinois,Public,"1,146","724,220","314,354","358,693",43.4,49.5,
33,Illinois,Priv. Construction,313,"203,181","98,194","101,255",48.3,49.8,
33,Illinois,Priv. Manufacturing,"1,631","1,042,059","313,534","326,210",30.1,31.3,
32,Indiana,Total,"2,674","2,261,972","481,362","515,839",21.3,22.8,
32,Indiana,Private,"2,270","1,918,597","394,549","410,405",20.6,21.4,
32,Indiana,Public,404,"343,374","86,813","105,434",25.3,30.7,
32,Indiana,Priv. Construction,120,"104,743","30,993","32,669",29.6,31.2,
32,Indiana,Priv. Manufacturing,743,"627,109","271,642","277,986",43.3,44.3,
42,Iowa,Total,"2,187","1,099,744","161,842","194,880",14.7,17.7,
42,Iowa,Private,"1,763","887,264","111,496","123,073",12.6,13.9,
42,Iowa,Public,424,"212,480","50,346","71,807",23.7,33.8,
42,Iowa,Priv. Construction,69,"35,840","7,719","8,847",21.5,24.7,
42,Iowa,Priv. Manufacturing,433,"219,870","67,946","74,506",30.9,33.9,
47,Kansas,Total,"2,248","1,005,113","123,940","154,459",12.3,15.4,
47,Kansas,Private,"1,825","817,993","88,002","104,700",10.8,12.8,
