"Union Membership, Coverage, Density and Employment by State, 1989 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,148","1,604,535","221,476","252,547",13.8,15.7,
63,Alabama,Private,"1,766","1,315,985","151,552","162,881",11.5,12.4,
63,Alabama,Public,382,"288,550","69,924","89,666",24.2,31.1,
63,Alabama,Priv. Construction,115,"86,773","7,656","8,306",8.8,9.6,
63,Alabama,Priv. Manufacturing,556,"414,318","94,190","98,003",22.7,23.7,
94,Alaska,Total,"2,592","187,941","42,927","46,923",22.8,25.0,
94,Alaska,Private,"1,785","128,213","16,847","18,221",13.1,14.2,
94,Alaska,Public,807,"59,728","26,080","28,701",43.7,48.1,
94,Alaska,Priv. Construction,114,"8,191","2,758","2,758",33.7,33.7,
94,Alaska,Priv. Manufacturing,108,"7,588",897,"1,165",11.8,15.4,
86,Arizona,Total,"1,853","1,386,947","101,230","121,685",7.3,8.8,
86,Arizona,Private,"1,525","1,137,777","54,849","63,655",4.8,5.6,
86,Arizona,Public,328,"249,171","46,380","58,029",18.6,23.3,
86,Arizona,Priv. Construction,108,"83,476","7,241","7,241",8.7,8.7,
86,Arizona,Priv. Manufacturing,273,"198,556","13,710","14,266",6.9,7.2,
71,Arkansas,Total,"2,101","907,815","88,016","109,601",9.7,12.1,
71,Arkansas,Private,"1,749","757,620","61,603","74,954",8.1,9.9,
71,Arkansas,Public,352,"150,195","26,412","34,647",17.6,23.1,
71,Arkansas,Priv. Construction,84,"36,625","2,750","3,137",7.5,8.6,
71,Arkansas,Priv. Manufacturing,533,"229,977","38,249","45,577",16.6,19.8,
93,California,Total,"10,362","11,825,950","2,238,878","2,584,284",18.9,21.9,
93,California,Private,"8,644","9,913,212","1,319,841","1,479,209",13.3,14.9,
93,California,Public,"1,718","1,912,738","919,038","1,105,075",48.0,57.8,
93,California,Priv. Construction,591,"710,155","183,908","193,178",25.9,27.2,
93,California,Priv. Manufacturing,"1,950","2,238,972","406,812","446,083",18.2,19.9,
84,Colorado,Total,"1,961","1,394,835","129,200","157,834",9.3,11.3,
84,Colorado,Private,"1,611","1,149,325","74,591","85,141",6.5,7.4,
84,Colorado,Public,350,"245,510","54,609","72,694",22.2,29.6,
84,Colorado,Priv. Construction,78,"55,730","7,899","7,899",14.2,14.2,
84,Colorado,Priv. Manufacturing,285,"202,190","11,254","12,017",5.6,5.9,
16,Connecticut,Total,"1,904","1,533,038","284,032","297,050",18.5,19.4,
16,Connecticut,Private,"1,664","1,341,789","162,928","172,831",12.1,12.9,
16,Connecticut,Public,240,"191,248","121,104","124,219",63.3,65.0,
16,Connecticut,Priv. Construction,108,"84,492","19,675","20,969",23.3,24.8,
16,Connecticut,Priv. Manufacturing,467,"371,424","66,185","67,977",17.8,18.3,
51,Delaware,Total,"2,014","321,182","50,678","55,398",15.8,17.2,
51,Delaware,Private,"1,720","274,105","33,260","35,566",12.1,13.0,
51,Delaware,Public,294,"47,078","17,419","19,831",37.0,42.1,
51,Delaware,Priv. Construction,114,"18,242","3,773","3,877",20.7,21.3,
51,Delaware,Priv. Manufacturing,463,"74,301","18,741","19,929",25.2,26.8,
53,D.C.,Total,"1,749","286,816","42,834","54,315",14.9,18.9,
53,D.C.,Private,"1,152","190,323","21,500","26,543",11.3,13.9,
53,D.C.,Public,597,"96,493","21,334","27,771",22.1,28.8,
53,D.C.,Priv. Construction,60,"11,226","3,861","4,488",34.4,40.0,
53,D.C.,Priv. Manufacturing,58,"9,420",950,"1,419",10.1,15.1,
59,Florida,Total,"8,356","5,124,597","369,632","508,922",7.2,9.9,
59,Florida,Private,"7,005","4,308,528","154,504","209,181",3.6,4.9,
59,Florida,Public,"1,351","816,069","215,128","299,741",26.4,36.7,
59,Florida,Priv. Construction,565,"349,312","16,704","18,502",4.8,5.3,
59,Florida,Priv. Manufacturing,"1,012","637,697","35,299","49,032",5.5,7.7,
58,Georgia,Total,"2,211","2,784,456","247,668","286,025",8.9,10.3,
58,Georgia,Private,"1,851","2,332,950","180,337","195,816",7.7,8.4,
58,Georgia,Public,360,"451,507","67,331","90,209",14.9,20.0,
58,Georgia,Priv. Construction,136,"168,199","20,169","21,729",12.0,12.9,
58,Georgia,Priv. Manufacturing,487,"604,494","71,432","72,326",11.8,12.0,
95,Hawaii,Total,"1,851","442,094","132,310","137,631",29.9,31.1,
