"Union Membership, Coverage, Density and Employment by State, 1997 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,067","1,812,437","184,499","212,209",10.2,11.7,
63,Alabama,Private,"1,734","1,523,757","110,757","120,551",7.3,7.9,
63,Alabama,Public,333,"288,680","73,741","91,658",25.5,31.8,
63,Alabama,Priv. Construction,100,"90,802","3,654","3,654",4.0,4.0,
63,Alabama,Priv. Manufacturing,473,"419,916","71,518","76,180",17.0,18.1,
94,Alaska,Total,"1,809","250,425","50,093","55,912",20.0,22.3,
94,Alaska,Private,"1,210","169,243","16,174","17,973",9.6,10.6,
94,Alaska,Public,599,"81,183","33,920","37,939",41.8,46.7,
94,Alaska,Priv. Construction,100,"14,530","2,392","2,674",16.5,18.4,
94,Alaska,Priv. Manufacturing,64,"8,955",476,589,5.3,6.6,
86,Arizona,Total,"2,193","1,887,531","131,722","155,283",7.0,8.2,
86,Arizona,Private,"1,851","1,600,433","78,453","91,004",4.9,5.7,
86,Arizona,Public,342,"287,098","53,269","64,279",18.6,22.4,
86,Arizona,Priv. Construction,141,"126,961","14,520","15,359",11.4,12.1,
86,Arizona,Priv. Manufacturing,275,"239,263","11,747","12,681",4.9,5.3,
71,Arkansas,Total,"1,998","1,004,002","59,405","68,301",5.9,6.8,
71,Arkansas,Private,"1,657","835,504","37,776","43,800",4.5,5.2,
71,Arkansas,Public,341,"168,497","21,630","24,501",12.8,14.5,
71,Arkansas,Priv. Construction,94,"48,427","1,892","1,892",3.9,3.9,
71,Arkansas,Priv. Manufacturing,467,"237,852","21,878","26,267",9.2,11.0,
93,California,Total,"12,185","12,878,007","2,066,662","2,320,639",16.0,18.0,
93,California,Private,"10,299","10,873,299","1,087,751","1,205,611",10.0,11.1,
93,California,Public,"1,886","2,004,708","978,911","1,115,027",48.8,55.6,
93,California,Priv. Construction,514,"577,100","112,939","114,960",19.6,19.9,
93,California,Priv. Manufacturing,"2,165","2,236,412","216,325","240,626",9.7,10.8,
84,Colorado,Total,"2,427","1,813,666","174,166","200,745",9.6,11.1,
84,Colorado,Private,"2,085","1,556,461","104,573","121,365",6.7,7.8,
84,Colorado,Public,342,"257,205","69,592","79,381",27.1,30.9,
84,Colorado,Priv. Construction,152,"113,097","10,369","11,429",9.2,10.1,
84,Colorado,Priv. Manufacturing,317,"236,954","28,317","29,099",12.0,12.3,
16,Connecticut,Total,"1,694","1,469,003","247,808","262,270",16.9,17.9,
16,Connecticut,Private,"1,496","1,298,085","142,570","153,198",11.0,11.8,
16,Connecticut,Public,198,"170,917","105,237","109,072",61.6,63.8,
16,Connecticut,Priv. Construction,65,"58,323","14,278","15,130",24.5,25.9,
16,Connecticut,Priv. Manufacturing,334,"287,310","40,839","42,514",14.2,14.8,
51,Delaware,Total,"1,649","335,515","39,185","44,712",11.7,13.3,
51,Delaware,Private,"1,425","290,704","24,545","27,394",8.4,9.4,
51,Delaware,Public,224,"44,811","14,640","17,318",32.7,38.6,
51,Delaware,Priv. Construction,79,"16,474","1,120","1,357",6.8,8.2,
51,Delaware,Priv. Manufacturing,260,"52,593","9,275","10,548",17.6,20.1,
53,D.C.,Total,"1,438","221,588","30,143","37,249",13.6,16.8,
53,D.C.,Private,962,"148,050","12,484","15,337",8.4,10.4,
53,D.C.,Public,476,"73,537","17,659","21,911",24.0,29.8,
53,D.C.,Priv. Construction,26,"4,132",528,754,12.8,18.2,
53,D.C.,Priv. Manufacturing,34,"5,025","1,021","1,300",20.3,25.9,
59,Florida,Total,"6,764","5,909,967","402,986","533,117",6.8,9.0,
59,Florida,Private,"5,768","5,057,543","162,525","213,220",3.2,4.2,
59,Florida,Public,996,"852,424","240,461","319,896",28.2,37.5,
59,Florida,Priv. Construction,399,"358,108","21,074","22,653",5.9,6.3,
59,Florida,Priv. Manufacturing,647,"571,623","25,911","33,503",4.5,5.9,
58,Georgia,Total,"2,821","3,348,804","238,141","267,525",7.1,8.0,
58,Georgia,Private,"2,338","2,794,163","146,269","157,423",5.2,5.6,
58,Georgia,Public,483,"554,641","91,872","110,102",16.6,19.9,
58,Georgia,Priv. Construction,142,"174,492","14,008","15,204",8.0,8.7,
58,Georgia,Priv. Manufacturing,563,"680,504","60,192","62,591",8.8,9.2,
95,Hawaii,Total,"1,546","481,297","126,741","135,882",26.3,28.2,
95,Hawaii,Private,"1,212","379,525","67,978","71,678",17.9,18.9,
95,Hawaii,Public,334,"101,772","58,763","64,204",57.7,63.1,
95,Hawaii,Priv. Construction,88,"26,570","10,030","10,030",37.7,37.7,
95,Hawaii,Priv. Manufacturing,58,"18,176","2,682","2,682",14.8,14.8,
82,Idaho,Total,"2,313","513,621","43,416","52,011",8.5,10.1,
82,Idaho,Private,"1,842","414,816","24,753","27,426",6.0,6.6,
82,Idaho,Public,471,"98,805","18,663","24,584",18.9,24.9,
82,Idaho,Priv. Construction,160,"36,261","4,155","4,155",11.5,11.5,
82,Idaho,Priv. Manufacturing,403,"90,276","9,382","10,827",10.4,12.0,
33,Illinois,Total,"6,751","5,233,736","970,778","1,041,016",18.5,19.9,
33,Illinois,Private,"5,827","4,501,706","656,552","699,532",14.6,15.5,
33,Illinois,Public,924,"732,030","314,226","341,484",42.9,46.6,
33,Illinois,Priv. Construction,329,"255,076","118,929","122,576",46.6,48.1,
33,Illinois,Priv. Manufacturing,"1,283","1,002,059","214,806","224,167",21.4,22.4,
32,Indiana,Total,"2,314","2,732,718","398,569","437,975",14.6,16.0,
32,Indiana,Private,"2,034","2,405,678","308,347","325,311",12.8,13.5,
32,Indiana,Public,280,"327,040","90,222","112,664",27.6,34.4,
32,Indiana,Priv. Construction,103,"129,190","38,658","39,873",29.9,30.9,
32,Indiana,Priv. Manufacturing,639,"747,752","185,284","192,130",24.8,25.7,
42,Iowa,Total,"2,166","1,303,568","172,381","204,548",13.2,15.7,
42,Iowa,Private,"1,837","1,110,036","106,377","118,922",9.6,10.7,
42,Iowa,Public,329,"193,532","66,004","85,627",34.1,44.2,
42,Iowa,Priv. Construction,75,"45,377","9,154","9,154",20.2,20.2,
42,Iowa,Priv. Manufacturing,430,"261,705","50,166","56,978",19.2,21.8,
47,Kansas,Total,"2,105","1,112,446","86,915","113,590",7.8,10.2,
47,Kansas,Private,"1,698","903,521","57,127","71,549",6.3,7.9,
47,Kansas,Public,407,"208,925","29,788","42,041",14.3,20.1,
47,Kansas,Priv. Construction,91,"49,227","6,361","7,458",12.9,15.1,
47,Kansas,Priv. Manufacturing,347,"183,173","24,931","33,842",13.6,18.5,
61,Kentucky,Total,"1,941","1,582,424","193,102","220,730",12.2,13.9,
61,Kentucky,Private,"1,623","1,325,115","133,197","141,497",10.1,10.7,
61,Kentucky,Public,318,"257,309","59,905","79,233",23.3,30.8,
61,Kentucky,Priv. Construction,93,"75,189","11,456","12,281",15.2,16.3,
61,Kentucky,Priv. Manufacturing,365,"299,042","72,271","72,271",24.2,24.2,
72,Louisiana,Total,"1,962","1,687,158","118,650","149,656",7.0,8.9,
72,Louisiana,Private,"1,613","1,386,958","77,000","89,879",5.6,6.5,
72,Louisiana,Public,349,"300,200","41,651","59,776",13.9,19.9,
72,Louisiana,Priv. Construction,119,"105,672","9,964","10,951",9.4,10.4,
72,Louisiana,Priv. Manufacturing,249,"220,747","35,920","38,927",16.3,17.6,
11,Maine,Total,"1,678","531,678","71,997","79,849",13.5,15.0,
11,Maine,Private,"1,425","454,148","37,530","39,598",8.3,8.7,
11,Maine,Public,253,"77,530","34,468","40,250",44.5,51.9,
11,Maine,Priv. Construction,82,"26,906","1,886","1,886",7.0,7.0,
11,Maine,Priv. Manufacturing,325,"102,081","24,994","25,621",24.5,25.1,
52,Maryland,Total,"1,908","2,335,767","348,668","403,113",14.9,17.3,
52,Maryland,Private,"1,467","1,789,165","155,145","177,811",8.7,9.9,
52,Maryland,Public,441,"546,602","193,523","225,302",35.4,41.2,
52,Maryland,Priv. Construction,113,"139,767","12,995","14,700",9.3,10.5,
52,Maryland,Priv. Manufacturing,157,"189,796","37,914","39,998",20.0,21.1,
14,Massachusetts,Total,"3,948","2,793,681","423,064","462,945",15.1,16.6,
14,Massachusetts,Private,"3,424","2,430,187","222,597","251,507",9.2,10.3,
14,Massachusetts,Public,524,"363,494","200,467","211,437",55.2,58.2,
14,Massachusetts,Priv. Construction,166,"119,080","26,375","27,121",22.1,22.8,
14,Massachusetts,Priv. Manufacturing,687,"489,249","53,081","55,445",10.8,11.3,
34,Michigan,Total,"5,640","4,190,257","969,024","1,024,105",23.1,24.4,
34,Michigan,Private,"4,922","3,663,969","663,463","701,387",18.1,19.1,
34,Michigan,Public,718,"526,288","305,562","322,718",58.1,61.3,
34,Michigan,Priv. Construction,230,"173,751","57,544","60,397",33.1,34.8,
