"Union Membership, Coverage, Density and Employment by State, 1990 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"2,130","1,586,252","194,571","229,965",12.3,14.5,
63,Alabama,Private,"1,731","1,294,294","135,157","146,698",10.4,11.3,
63,Alabama,Public,399,"291,958","59,414","83,267",20.4,28.5,
63,Alabama,Priv. Construction,116,"84,486","9,414","10,894",11.1,12.9,
63,Alabama,Priv. Manufacturing,558,"417,461","92,099","98,661",22.1,23.6,
94,Alaska,Total,"2,611","202,787","46,879","52,587",23.1,25.9,
94,Alaska,Private,"1,816","140,475","19,684","22,009",14.0,15.7,
94,Alaska,Public,795,"62,312","27,196","30,578",43.6,49.1,
94,Alaska,Priv. Construction,119,"9,181","3,137","3,285",34.2,35.8,
94,Alaska,Priv. Manufacturing,107,"9,028","2,808","3,249",31.1,36.0,
86,Arizona,Total,"1,856","1,424,040","111,552","135,466",7.8,9.5,
86,Arizona,Private,"1,526","1,170,491","56,846","66,799",4.9,5.7,
86,Arizona,Public,330,"253,549","54,706","68,667",21.6,27.1,
86,Arizona,Priv. Construction,96,"76,149","8,992","8,992",11.8,11.8,
86,Arizona,Priv. Manufacturing,265,"201,148","8,437","9,142",4.2,4.5,
71,Arkansas,Total,"2,117","883,638","91,384","107,572",10.3,12.2,
71,Arkansas,Private,"1,731","723,271","62,837","74,027",8.7,10.2,
71,Arkansas,Public,386,"160,367","28,547","33,544",17.8,20.9,
71,Arkansas,Priv. Construction,86,"36,905","2,613","3,658",7.1,9.9,
71,Arkansas,Priv. Manufacturing,491,"205,104","34,760","40,620",16.9,19.8,
93,California,Total,"14,786","12,068,500","2,219,378","2,569,059",18.4,21.3,
93,California,Private,"12,456","10,128,541","1,313,681","1,463,185",13.0,14.4,
93,California,Public,"2,330","1,939,959","905,697","1,105,874",46.7,57.0,
93,California,Priv. Construction,805,"683,389","170,910","179,306",25.0,26.2,
93,California,Priv. Manufacturing,"2,823","2,254,286","354,785","398,459",15.7,17.7,
84,Colorado,Total,"2,108","1,465,828","153,647","176,590",10.5,12.0,
84,Colorado,Private,"1,695","1,179,419","86,084","95,285",7.3,8.1,
84,Colorado,Public,413,"286,410","67,564","81,305",23.6,28.4,
84,Colorado,Priv. Construction,91,"65,517","7,840","7,840",12.0,12.0,
84,Colorado,Priv. Manufacturing,297,"206,348","17,073","17,880",8.3,8.7,
16,Connecticut,Total,"1,988","1,534,536","272,042","303,301",17.7,19.8,
16,Connecticut,Private,"1,738","1,339,188","156,270","176,483",11.7,13.2,
16,Connecticut,Public,250,"195,348","115,772","126,819",59.3,64.9,
16,Connecticut,Priv. Construction,87,"68,438","11,149","14,036",16.3,20.5,
16,Connecticut,Priv. Manufacturing,486,"369,877","65,519","70,301",17.7,19.0,
51,Delaware,Total,"1,901","313,908","46,799","52,717",14.9,16.8,
51,Delaware,Private,"1,632","269,004","30,372","33,465",11.3,12.4,
51,Delaware,Public,269,"44,904","16,428","19,251",36.6,42.9,
51,Delaware,Priv. Construction,119,"19,194","3,643","3,643",19.0,19.0,
51,Delaware,Priv. Manufacturing,420,"70,534","16,273","17,459",23.1,24.8,
53,D.C.,Total,"1,748","257,724","41,449","50,699",16.1,19.7,
53,D.C.,Private,"1,152","170,043","19,797","23,209",11.6,13.6,
53,D.C.,Public,596,"87,680","21,652","27,490",24.7,31.4,
53,D.C.,Priv. Construction,54,"9,039","2,665","2,987",29.5,33.0,
53,D.C.,Priv. Manufacturing,57,"8,473","1,501","1,501",17.7,17.7,
59,Florida,Total,"8,336","5,178,285","416,929","545,653",8.1,10.5,
59,Florida,Private,"6,922","4,306,705","183,311","226,978",4.3,5.3,
59,Florida,Public,"1,414","871,580","233,618","318,675",26.8,36.6,
59,Florida,Priv. Construction,477,"297,900","15,540","16,902",5.2,5.7,
59,Florida,Priv. Manufacturing,976,"618,087","50,120","61,064",8.1,9.9,
58,Georgia,Total,"2,084","2,727,133","186,878","230,665",6.9,8.5,
58,Georgia,Private,"1,718","2,250,410","127,496","146,880",5.7,6.5,
58,Georgia,Public,366,"476,723","59,382","83,785",12.5,17.6,
58,Georgia,Priv. Construction,90,"111,076","9,749","9,749",8.8,8.8,
58,Georgia,Priv. Manufacturing,438,"577,748","49,382","52,748",8.5,9.1,
95,Hawaii,Total,"1,836","448,964","130,769","141,359",29.1,31.5,
95,Hawaii,Private,"1,427","347,901","74,524","81,882",21.4,23.5,
95,Hawaii,Public,409,"101,063","56,246","59,477",55.7,58.9,
95,Hawaii,Priv. Construction,133,"31,528","15,357","16,419",48.7,52.1,
95,Hawaii,Priv. Manufacturing,99,"23,935","9,684","9,684",40.5,40.5,
82,Idaho,Total,"2,252","392,263","36,952","43,020",9.4,11.0,
82,Idaho,Private,"1,826","317,985","23,323","25,110",7.3,7.9,
82,Idaho,Public,426,"74,278","13,629","17,910",18.3,24.1,
82,Idaho,Priv. Construction,117,"20,613","1,685","1,685",8.2,8.2,
82,Idaho,Priv. Manufacturing,397,"70,196","12,607","13,368",18.0,19.0,
33,Illinois,Total,"7,917","5,080,391","1,059,128","1,155,588",20.8,22.7,
33,Illinois,Private,"6,702","4,307,137","711,610","763,681",16.5,17.7,
33,Illinois,Public,"1,215","773,254","347,517","391,907",44.9,50.7,
33,Illinois,Priv. Construction,324,"209,102","95,188","99,094",45.5,47.4,
33,Illinois,Priv. Manufacturing,"1,637","1,059,644","295,246","308,781",27.9,29.1,
32,Indiana,Total,"2,232","2,415,905","479,979","516,188",19.9,21.4,
32,Indiana,Private,"1,917","2,096,303","389,374","405,593",18.6,19.3,
32,Indiana,Public,315,"319,602","90,605","110,596",28.3,34.6,
32,Indiana,Priv. Construction,107,"123,735","36,993","37,748",29.9,30.5,
32,Indiana,Priv. Manufacturing,637,"644,340","240,776","243,982",37.4,37.9,
42,Iowa,Total,"2,347","1,185,467","183,627","238,578",15.5,20.1,
42,Iowa,Private,"1,870","944,797","109,439","127,391",11.6,13.5,
42,Iowa,Public,477,"240,670","74,188","111,187",30.8,46.2,
42,Iowa,Priv. Construction,90,"45,369","9,228","10,170",20.3,22.4,
42,Iowa,Priv. Manufacturing,472,"239,495","69,435","78,338",29.0,32.7,
47,Kansas,Total,"2,373","1,052,818","119,017","154,551",11.3,14.7,
47,Kansas,Private,"1,893","839,421","78,621","91,975",9.4,11.0,
47,Kansas,Public,480,"213,397","40,396","62,575",18.9,29.3,
47,Kansas,Priv. Construction,90,"39,798","7,685","7,685",19.3,19.3,
47,Kansas,Priv. Manufacturing,443,"197,486","38,749","47,526",19.6,24.1,
61,Kentucky,Total,"1,954","1,445,217","206,368","223,606",14.3,15.5,
61,Kentucky,Private,"1,595","1,182,653","147,579","152,865",12.5,12.9,
61,Kentucky,Public,359,"262,564","58,789","70,742",22.4,26.9,
61,Kentucky,Priv. Construction,77,"56,745","13,593","13,593",24.0,24.0,
61,Kentucky,Priv. Manufacturing,365,"269,713","72,761","74,690",27.0,27.7,
72,Louisiana,Total,"1,641","1,502,400","116,071","141,438",7.7,9.4,
72,Louisiana,Private,"1,323","1,213,547","69,813","81,392",5.8,6.7,
72,Louisiana,Public,318,"288,853","46,258","60,046",16.0,20.8,
72,Louisiana,Priv. Construction,100,"95,595","13,779","13,779",14.4,14.4,
72,Louisiana,Priv. Manufacturing,184,"171,745","28,467","31,820",16.6,18.5,
11,Maine,Total,"1,898","506,123","88,493","107,457",17.5,21.2,
11,Maine,Private,"1,551","413,196","39,904","48,421",9.7,11.7,
11,Maine,Public,347,"92,928","48,589","59,035",52.3,63.5,
11,Maine,Priv. Construction,109,"29,269","1,944","1,944",6.6,6.6,
11,Maine,Priv. Manufacturing,383,"101,861","25,127","27,502",24.7,27.0,
52,Maryland,Total,"2,066","2,201,567","319,904","374,163",14.5,17.0,
52,Maryland,Private,"1,537","1,634,640","171,640","185,054",10.5,11.3,
52,Maryland,Public,529,"566,927","148,264","189,109",26.2,33.4,
52,Maryland,Priv. Construction,132,"147,547","17,260","18,910",11.7,12.8,
52,Maryland,Priv. Manufacturing,233,"241,215","47,407","49,483",19.7,20.5,
14,Massachusetts,Total,"7,549","2,679,710","471,719","505,122",17.6,18.8,
14,Massachusetts,Private,"6,467","2,301,027","246,845","267,084",10.7,11.6,
14,Massachusetts,Public,"1,082","378,683","224,874","238,038",59.4,62.9,
14,Massachusetts,Priv. Construction,309,"110,711","23,317","24,317",21.1,22.0,
14,Massachusetts,Priv. Manufacturing,"1,534","541,406","87,323","90,261",16.1,16.7,
34,Michigan,Total,"7,796","3,834,908","974,033","1,038,768",25.4,27.1,
34,Michigan,Private,"6,577","3,244,083","653,757","693,287",20.2,21.4,
34,Michigan,Public,"1,219","590,825","320,276","345,481",54.2,58.5,
34,Michigan,Priv. Construction,254,"125,807","37,270","40,664",29.6,32.3,
34,Michigan,Priv. Manufacturing,"2,094","1,042,189","371,301","383,495",35.6,36.8,
41,Minnesota,Total,"2,168","1,950,746","395,747","429,654",20.3,22.0,
41,Minnesota,Private,"1,814","1,635,141","229,070","248,350",14.0,15.2,
41,Minnesota,Public,354,"315,605","166,677","181,304",52.8,57.4,
41,Minnesota,Priv. Construction,90,"83,708","36,687","36,687",43.8,43.8,
41,Minnesota,Priv. Manufacturing,401,"362,674","75,914","81,115",20.9,22.4,
64,Mississippi,Total,"2,266","960,668","75,653","91,986",7.9,9.6,
64,Mississippi,Private,"1,828","779,505","58,850","65,919",7.5,8.5,
64,Mississippi,Public,438,"181,163","16,802","26,067",9.3,14.4,
64,Mississippi,Priv. Construction,94,"41,096","3,415","3,957",8.3,9.6,
64,Mississippi,Priv. Manufacturing,536,"229,243","34,025","37,103",14.8,16.2,
43,Missouri,Total,"2,037","2,184,546","299,193","342,811",13.7,15.7,
