"Union Membership, Coverage, Density and Employment by State, 1996 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
63,Alabama,Total,"1,996","1,761,624","200,696","226,163",11.4,12.8,
63,Alabama,Private,"1,666","1,470,431","121,749","133,914",8.3,9.1,
63,Alabama,Public,330,"291,193","78,948","92,249",27.1,31.7,
63,Alabama,Priv. Construction,95,"87,373","7,325","7,325",8.4,8.4,
63,Alabama,Priv. Manufacturing,493,"434,645","71,822","77,292",16.5,17.8,
94,Alaska,Total,"1,766","243,453","54,730","60,504",22.5,24.9,
94,Alaska,Private,"1,174","165,092","20,539","23,239",12.4,14.1,
94,Alaska,Public,592,"78,360","34,191","37,264",43.6,47.6,
94,Alaska,Priv. Construction,92,"12,684","4,063","4,172",32.0,32.9,
94,Alaska,Priv. Manufacturing,65,"9,281",666,898,7.2,9.7,
86,Arizona,Total,"2,218","1,821,133","106,754","135,860",5.9,7.5,
86,Arizona,Private,"1,881","1,545,344","56,582","73,527",3.7,4.8,
86,Arizona,Public,337,"275,789","50,171","62,333",18.2,22.6,
86,Arizona,Priv. Construction,151,"129,552","6,728","8,228",5.2,6.4,
86,Arizona,Priv. Manufacturing,290,"237,800","9,264","13,221",3.9,5.6,
71,Arkansas,Total,"2,116","1,055,267","74,415","88,385",7.1,8.4,
71,Arkansas,Private,"1,759","882,281","50,693","58,234",5.7,6.6,
71,Arkansas,Public,357,"172,986","23,722","30,151",13.7,17.4,
71,Arkansas,Priv. Construction,86,"44,081","1,757","1,757",4.0,4.0,
71,Arkansas,Priv. Manufacturing,485,"248,262","31,067","36,446",12.5,14.7,
93,California,Total,"11,704","12,461,034","2,060,566","2,339,912",16.5,18.8,
93,California,Private,"9,920","10,544,950","1,096,328","1,226,866",10.4,11.6,
93,California,Public,"1,784","1,916,083","964,238","1,113,046",50.3,58.1,
93,California,Priv. Construction,458,"506,574","102,367","106,889",20.2,21.1,
